兰心大戏院 , 卢湾区茂名南路57号 , 兰心大剧院，建于1930年，1952年曾更名为上海艺术剧场。1991年恢复原名。解放前，兰心为英桥上海业余剧社兰心大戏院保管会，主要演出话剧并兼放电影。戏院位于宾馆林立的茂名南路，与花园饭店、锦江饭店相毗邻，环境幽雅，交通方便，是驰名中外的资深剧场。,,,
1862时尚艺术中心 , 滨江大道1777号 , ,,,
浦东新舞台 , 上海市浦东新区浦东大道143号 , 浦东新舞台是目前浦东地区唯一的一个现代化高档次多功能的大型剧场。它由候场大厅，观众厅和舞台三个部分组成。候场大厅空间宽敞，也是一个设计新颖的现代化多功能艺术展示厅，可供观众候场和观赏。观众厅面积1200平方米，由粉红色新式无声沙发软椅座524只，行距宽敞，座位舒适。与地上芝麻白大理石地面，周围天然木纹防火板墙壁互相映衬，给人以一种富丽堂皇、柔和典雅的感觉。剧场顶灯，可根据演出、电影和会务的不同需要...,,,
云峰剧院 , 静安区北京西路1700号 , 云峰剧院地处繁华的静安区，拥有1600个座位，设施齐全，交通便利。在国内的演出道具、灯光、舞美、音乐和舞台背景也与在美国演出时保持完全一致，让国内外游客在任何地方都能享受到我们高质量的演出。,,,
彩色熊猫剧场（世博源3区G层） , 上海世博源3区G层 , 上海世博源3区G层,,,
中国福利会儿童艺术剧院马兰花剧场 , 华山路643号 , ,,,
上海戏剧学院 , 上海市华山路630号 , 上海戏剧学院实验剧院位于幽静的华山路上。观众厅有池座12个，边座98个，楼座397个；戏剧学院实验剧场是学院设备最完备的演出实习基地，学生的毕业演出和重大演出都在该处进行。同时，也是上海各种大型活动和国际性文艺交流演出的主要演出场所之一。,,,
上海展览中心 , 静安区延安中路1000号 , 上海展览中心（Shanghai Exhibition Center）亦称为上海展览馆，位于上海市中心静安区延安西路。改造后的上海展览中心南部为展览区，北部为会议区，两个区域相互独立，又相互联系，形成南展北会、能分能合的功能格局。鸟瞰上海展览中心犹如一架展翅翱翔的飞机，展览中心有42个多功能展厅，100多间会议用房。,,,
上海仙乐斯演艺厅 , 上海市南京西路388号仙乐斯广场5楼近黄陂北路 , 上海仙乐斯演艺厅（上海市南京西路388号仙乐斯广场5楼近黄陂北路）,,,
国家会展中心（上海）虹馆EH , 崧泽大道333号（西虹桥商务区） , ,,,
上海新国际博览中心 , 浦东新区龙阳路2345号（近芳甸路） , 位于上海浦东中国的商业中心，方便的交通地理位置、单层无柱式为特点的展馆设施以及多种多样的现场服务，已博得世界的广泛关注。作为一个多功能的场馆，是举办各种社会、公司活动的理想场地。拥有9个无柱展厅，面积达103500平方米，室外展览面积100000平方米。,,,
中国大戏院 , 黄浦区牛庄路704号（近广西北路） , 中国大戏院建台于1930年初，原名为三星舞台，当时专演京剧，四十年代中期许多京剧名家常在此登台献艺，有梅兰芳、程砚秋、袁世海、李少春、马连良、张君秋、李万春、言慧珠等，亦是沪上京剧四大舞台之一。1944年11月春节，戏院易后主，改名中国大戏院。,,,
虹口区工人文体中心（梦境剧场） , 上海市虹口区飞虹路528号虹口区工人文体活动中心 , 在市总工会及虹口区委区府关心支持下，虹口区工人文体活动中心于2005年投入使用。活动中心东临大连路，南临飞虹路，占地15亩，总建筑面积1.3万平方米，是虹口区的标志性建筑之一。活动中心毗邻虹口区政府大楼，紧邻“北外滩”开发区和杨浦区国际贸易区之侧，地理位置优越，交通便利，人气旺盛。,,,
Modern Sky LAB 上海 , 虹口区瑞虹路188号瑞虹天地月亮湾3F , ,,,
The Mixing Room 音乐俱乐部 , 上海市浦东新区世博大道1200号(梅赛德斯-奔驰文化中心B1层) , The Mixing Room位于文化中心B1和1层。其内部格局分为上、中、下三层观众席，可容纳近600名观众。其中，位于1层的楼座总共有185个座位，座椅舒适度强，符合电影院的设计模式。B1层中间区域为VIP休息区，有8个卡座，可容纳50人左右，其环境优雅舒适，适合亲朋好友聚会。最底层大地板为300平方米。在这里，可以根据主办方的要求摆放成多种演出模式，可摆放328个座位；酒会、Party，可将...,,,
万代南梦宫文化中心（原上海浅水湾文化艺术中心 ） , 上海市普陀区宜昌路179号 , 万代南梦宫文化中心由上海牡丹传播有限公司策划建设，结合普陀区旧城改造工程，以苏州河浅水湾为圆点，在上海打造流行音乐新文化、新生活、新概念的时尚文化中心。文化中心建设有占地面积3000多平米的多功能音乐厅、小剧场、排练房、录音棚等专业演艺场所。同时辐射到音乐制作、人才培训、演出经纪、国际文化交流等整个音乐文化产业链的各个环节，是一个独创性的举措，将填补上海乃至全国音乐领域多元平台的空白，成为国内为首...,,,
上海大宁剧院 , 上海市闸北区平型关路1222号 , 上海大宁剧院，展示高雅文化艺术的舞台，荟萃各类优秀剧目的场所。总面积7363平方米，可容纳1100多名观众，配有先进、齐全的灯光音响系统、灯光回路系统、数字化会务音响系统及专业音罩等，能够满足各种剧目汇演、综艺演出、音乐会及各类大型会议的需求。,,,
新光小剧场 , 黄浦区宁波路586号 , 新光影艺苑变身“新光影艺苑小剧场”，成为白天放电影，晚上演话剧的艺苑的新模式，京沪不少民间剧社就纷纷投奔这一新剧场。新光影艺苑已有80余年历史，为了不让这一充满怀旧意味的老剧场荒废，现代人剧社与上影演员剧团决定带着他们的经典悬疑剧走进剧场，让老剧场焕发新面貌。“新光小剧场”正成为继话剧中心、大剧院小剧场之后，沪上第3个话剧演出“熟地”。“新光小剧场”拥有300多个座位，定位为“上海首家悬疑剧场”。,,,
申乐大厦 , 上海市静安区愚园路300号 , 上海市静安区愚园路300号申乐大厦,,,
上海虹桥艺术中心 , 上海市长宁区天山路888号 , 上海市长宁区天山路888号,,,
乱博士疯狂戏剧城 , 殷行路1388号R6栋L217 , ,,,
艺海剧院 , 静安区江宁路466号（康定路交汇处） , 艺海剧院是一座崭新智能化、现代化的艺术剧院，上海市委副书记龚学平亲笔为剧院题名“艺海”，寓“艺术的海洋、海纳百川”之意。艺海剧院共八层，配备上乘的舞台、灯光、音响、建声设施，具备举办一流的芭蕾、戏曲、话剧、室内音乐及综艺节演出功能。艺海剧院共分为2个剧场：艺海剧院-大剧场、艺海剧院-小剧场（先锋剧场）；艺海剧院-大剧场：座位999个，楼上278座，楼下721座；艺海剧院-小剧场（先锋剧场）共379...,,,
宝龙美术馆 , 漕宝路3055号（近新镇路） , ,,,
光影车间·静剧场 , 乌鲁木齐北路459号 , ,,,
余德耀美术馆 , 上海徐汇区丰谷路35号（近龙腾大道） , 上海余德耀美术馆坐落于徐汇滨江，是由印尼爱国华侨余德耀先生创办的私人美术馆。余德耀先生作为收藏界的领军人物，在过去的几十年间收藏了大量当代艺术作品，尤其是在装置艺术方面。秉持“收而不藏”的理念，余德耀先生致力于当代艺术作品的研究、交流与推广，力求将美术馆打造成立足中国，展现国际范的当代艺术平台，促进上海与国际间的文化艺术交流。,,,
Pulupulu主题游戏馆 , 黄浦区苗江路139号(半淞园路口) , 吸血鬼古堡风格游戏馆——Pulupulu主题游戏馆[1] ，于2013年9月起神秘亮相魔都上海浦西世博园。Pulupulu耗资数千万元，总占地面积5000平方米，由400平方古堡风格大厅、众多主题游戏场馆、亚洲非常复杂镜子迷宫、水吧、售票区等组成，形成集“互动游戏”、“真人角色体验”和“文化主题”为一体的全新实体、实景游戏场馆。欧洲中世纪吸血鬼古堡的面纱已经揭起，真人实体实景游戏，角色扮演大挑战，...,,,
张江戏剧谷 , 上海市浦东新区张江路69号（近郭守敬路、祖冲之路） , 张江动漫影剧场位于上海市浦东新区张江路69号（近郭守敬路、祖冲之路）。,,,
《Mr.X Room Break》 长宁店 Room7 , 上海市长宁区定西路825号2楼 , 商户介绍：为选拔人才、拓展训练进行心理、智力、体力测试，而设立的Mr.x ，Mrx Room Break（密室）长宁店，为企业提供培训：组织教育、娱乐竞赛、提供娱乐场所，在线游戏，游戏中有大量高科技装置，除了玩家需要足够的智慧外，还要所有参与玩家的默契配合！除了揭开谜题的趣味性，所有的装置都将令玩家惊叹！Mr.x Room Break（密室）震撼登陆，2013版本升级正式启动，经典6大主题全线更新...,,,
喜玛拉雅艺术中心大观舞台 , 芳甸路1188弄1号 喜玛拉雅艺术中心3f 大观舞台 联系方式：021-51917998-7547 , 大观舞台位于证大喜玛拉雅艺术中心三楼，坐落于上海浦东，建筑面积9996平方米，拥有1200个座位。是一个集视听、娱乐、教育、飨宴为一体的多功能展演厅，配载最先进高规格多媒体数码科技的创新舞台。由英国Theatre Project Consultants和AS Architecture Studio担纲室内和空间设计、舞台专业技术设计顾问，拥有电脑化升降吊杆和国际一流音响灯光设备，是上海浦东新区文化...,,,
雅庐书场 , 重庆南路308号黄浦区文化馆3楼 , ,,,
静安体育中心-体育馆（上海静安汶水路116号） , 汶水路116号 ，地铁一号线汶水路站旁 , 静安体育中心是一座现代化的综合体育活动馆。该中心设备齐全，设施先进。现开放的项目有羽毛球，乒乓球、健身、桌球、瑜珈等。尤其以游泳为主要活动，游泳池配有一个标准池，两个准备池还有两个观众台，是室内一流的游泳场馆。,,,
梅派大舞台 , 国顺东路800号西楼100室 , ,,,
乐图空间-上海虹桥旗舰店 , 申长路688号401室 , ,,,
浦东新区金海文化中心 , 曹路镇金群路28号 , ,,,
爱家森林剧场 , 普陀区真北路1108号红星美凯龙真北商场南馆内B1楼 , ,,,
昊美术馆 , 祖冲之路2277弄1号 , ,,,
卢湾体育馆 , 卢湾区建国西路135号 , 卢湾体育馆整幢建筑呈飞艇造型，建筑分上下两部分。强烈的实，虚，实的对比效果和协调、舒适的组合比例关系，形成体育馆独特的造型风格和时代特色。作为东方大鲨鱼队的主场，卢湾体育馆可容纳3500名观众。,,,
白玉兰剧场 , 卢湾区重庆南路308号 , 影剧院舞台按照专业水准设计，台上宽14米，台口高6.9米，台深12.5米，电脑控制自动吊杆3O道，行程13米，工作天桥离舞台面7米，舞台音响采用JBL高级音响，24路调音台，4000W功效，舞台灯光设备由电脑控制，180调光回路和4O直放回路，并备有手动调光。,,,
静安体育中心-体育馆（上海静安汶水路116号） , 汶水路116号 , 上海市静安体育馆低处市中心的南京西路、西康路口，与上海波特曼商城相邻，交通方便。体育馆占地面积2840平方米，球场面积680平方米，观众席位近3000座，馆内设有贵宾接待室、运动员（演员）休息室和东、西观众休息大厅。静安体育馆建于一九七六年十月，建馆迄今承办了许多重大的国内外体育比赛和有影响的文艺演出任务，是第五届全运会篮、排球比赛、首届东亚运动会武术比赛、第八届全运会篮球比赛的主要赛场之一。同时...,,,
上海正大广场 , 浦东新区陆家嘴西路168号 , 上海正大广场坐落在黄浦江畔，毗邻东方明珠和金茂大厦。由正大集团耗资4.5亿美元精心打造而成。是大陆目前最大的SHOPPING MALL购物中心，其规模在亚洲目前可名列第8大。共拥有13个楼层。正大广场建筑面积达241，000多平方米，项目投资超过3.35亿美元。整个广场内将集中1000多种国际国内品牌，从2万平方米的世界顶级名牌专卖店到4千平方米的首饰珠宝廊。另外还有1万5千平方米的上海最大的电子...,,,
上海地区 , 上海市徐汇区肇嘉浜路1065号甲 飞雕国际大厦2509室（近天钥桥路口） , 上海，简称“沪”，别称“申”，地处中国漫长海岸线的最正中，亚洲第一大河长江的入海口以及亚太城市群的地理中心。是中国第一大城市，中华人民共和国直辖市，中国国家中心城市，中国经济、金融、贸易、会展和航运中心。上海全市面积为6340平方公里，人口密度为每平方公里3631人，是全国人口密度最大的城市，也是世界人口最多的城市之一。上海属亚热带湿润季风气候，四季分明。上海创造和打破了中国世界纪录协会多项世界之...,,,
上海儿童艺术剧场(上汽荣威) , 黄浦区苗江路800号 , 上海儿童艺术剧场（上汽荣威儿童文化中心）是在原世博会上汽集团-通用汽车馆基础上改建的全国最大的儿童艺术专业剧场，位于苗江路800号（近西藏南路、龙华东路路口），于2013年6月1日正式对外开放，并首演开幕大戏儿童音乐剧《成长的快乐》。中心剧场可容纳1088位观众观摩，拥有先进的装备和多样式的舞台，能为小观众们营造身临其境的梦幻效果。除此之外，剧场还设户外广场、电影放映厅和互动体验园等，让小观众在欣...,,,
丁香国际商业中心 , 丁香路858号 , ,,,
八号桥艺术空间1908粮仓 , 南苏州路1247号 , ,,,
比高电影城（锦绣店） , 锦绣路2486弄7号地下一层 , ,,,
比高电影城（古北店） , 古北路1699号地下一层 , ,,,
上海育音堂音乐公园 , 上海市长宁区愚园路1398号地下一层B1-02 , ,,,
珍珠剧场 , 乍浦路471弄（近武进路，地铁10号线四川北路站2号口出100米） , ,,,
上海世博源 , 浦东新区上南路168号 , “世博源”是由中国2010年上海世界博览会的永久性建筑——世博轴改建而成的超广域型综合购物中心，由上海世博百联商业有限公司负责经营与管理改造。世博源充分利用了世博会的原有设施设备，为游客创造出全新的购物体验。在继承原有建筑特色的同时，世博源还因地制宜，增设了大量景观亮点，其设计充满了自然元素和艺术气息。此外，世博源还打破了以零售商户为主的传统业态布局，增大了餐饮美食、休闲娱乐及功能配套商户的经营面...,,,
奥迪国际赛车场（上海国际赛车场） , 嘉定区伊宁路2000号(近嘉定汽车城) , 上海国际赛车场是上海国际汽车城营造汽车文化的重要组成部分。选址在嘉定区安亭镇东北，距安亭镇中心约7公里。东至漳浦河，西至松鹤路、东环路，南至宝安公路，北至规划中的郊区环线高速公路，总面积约5.3平方公里。,,,
上海国际赛车场由赛车场区、商业博览区、文化娱乐区和发展预留区组成，其中赛车场区主要包括赛道、赛场指挥中心、医疗急救中心、新闻中心、安检中心、赛车改装中心、赛车维修区、看台设施、赛车防护设施、直...,,,,,
上海大悦城 , 西藏北路166号 , 上海大悦城将成为上海苏河湾地区的大型城市综合体。项目整体开发超过40万平米，总投资额超过120亿，预计2017年全面竣工。,,,
规划包括大型时尚购物中心、第一居所临水豪宅、高品质酒店式公寓、甲级写字楼及步行商业街，打造海派文化与国际文化的兼容并蓄，创造动静结合的高品质生活第一选择。,,,,,
上海跨国采购会展中心 , 上海市普陀区光复西路2739号 , 上海跨国采购会展中心位于光复西路2739号，地处上海长风生态商务区中心，与虹桥开发区隔河相望。傍长风公园，临苏州河而立，是一座集展览、会议、活动及餐饮等多功能于一体的现代化、国际化的会展中心，具有优美的水绿生态环境，先进的信息网络系统，齐全的商业配套设施和便捷的地铁公交网线。整个会展中心拥有16000平方米的室内展厅、9000平方米的会议厅、5000平方米的餐厅和850个车位的地下车库，并配备各类...,,,
巨影国际影城 , 吴中路52号7楼 , 巨影国际影城位于上海市徐汇区吴中路52号7楼。,,,
豫园·海上梨园 , 上海豫园文昌路10号和丰楼4楼 , 上海豫园文昌路10号和丰楼4楼,,,
上海新天地 , 上海市黄浦区湖滨路150号近济南路（湖滨道购物中心） , 地处淮海路商圈，作为市中心唯一主打lifestyle概念的湖滨道购物中心，于2015年10月华丽启幕。其商业建筑面积为57,000平方米，主要分布为地下二层和地上三层，将引入大量餐饮、亲子、生活类零售及各种体验式业态，涉及轻食、特色餐厅、儿童乐园、家居用品、书店、个人护理等，更不乏多家首次进驻中国的特色商户，全方位覆盖满足周围甲级写字楼商务精英以及高品质住宅社区居民的各类购物与生活需求，并对周围办...,,
上海环球金融中心 , 上海市浦东新区世纪大道100号 , 浦东新区世纪大道100号上海环球金融中心,,,
华特迪士尼大剧院 , 上海市浦东新区川南奉公路971号迪斯尼度假区内 , 华特迪士尼大剧院：上海市浦东新区川南奉公路971号迪斯尼度假区内,,,
上海杜若云章画廊 , 上海市永嘉路498号，近岳阳路 , 上海市永嘉路498号，近岳阳路,,,
大宁郁金香公园 , 静安区广中西路288号 , 大宁郁金香公园位于静安区广中西路288号。,,,
奇思妙想的时空洞 , 安龙路527号 , 安龙路527号,,,
chi K11美术馆 , 上海市淮海中路300号上海K11购物艺术中心B3层 , 上海市淮海中路300号上海K11购物艺术中心B3层,,,
上海天马赛车场 , 上海市松江区佘山镇 , 上海天马赛车场（STC）位于上海市松江区佘山镇（同三高速A30天马出口右转500米处），是一个集汽摩运动、汽摩文化与汽摩娱乐为一体的大型休闲运动场所，同时也是厂家和商家进行产品试验、新产品推广或发布、品牌宣传、公关等商务活动的又一个全新的平台。上海天马赛车场（STC）拥有一条全新概念的F3赛道、一条越野道、一个试验场和齐全的配套设施。其中F3赛道是由曾经设计澳大利亚一级方程式赛车场和珠海国际赛车场...,,,
环球奇趣体验馆 , 上海市黄浦区旧校场路69号 , 上海市黄浦区旧校场路69号,,,
上海新世界大丸百货 , 南京东路228号 , 新世界集团与日本大丸百货联合打造的12万平方米的新世界大丸百货正式对外亮相,该购物中心成为了上海首家真正意义上以百货运营模式经营国际顶级奢侈品牌的综合性百货商场。,,
MODERN SKY LAB , MODERN SKY LAB , MODERN SKY LAB 位于上海市虹口区瑞虹路188号瑞虹天地月亮湾3F。,,,
三林世博文化中心（三林影剧院） , 杨新路61号（近上南路） , ,,,
子约亲子剧场 , 遵义路100号南丰城商场南区M层 , ,,,
相爷府茶楼 , 方浜中路235号豫安阁4楼(近安仁街) , ,,,
盈艺术中心 , 莫干山路97号 , ,,,
上海文艺会堂 , 延安西路200号 , ,,,
新华联大厦 B1 , 淮海中路775号（近瑞金二路，麦当劳入口处） , ,,,
翼树空间 , 世博大道1368号世博源2区F1层 , ,,,
上海玻璃博物馆 , 长江西路685号 , ,,,
GIR沉浸式主题游戏馆 , 东安路562号绿地缤纷城西区BM层(地铁7号线5号出口) , ,,,
立秀宝儿童社会体验英语小镇 , 新江湾城殷行路1286号悠方购物公园1-2层，入口大厅位于2层 , ,,,
捕梦人的后花园 , 斜土路2200弄8号 , ,,,
上海当代艺术馆 , 南京西路231号人民公园7号门(近黄陂北路) , ,,,
比高电影院（宝山店） , 通河路533弄2号第3层 , ,,,
明珠美术馆 , 虹井路120弄新华红星国际广场6号8层 , ,,,
上海漫趣酒店 , 川沙路4518号 , ,,,
复星艺术中心 , 中山东二路600号 , ,,,
上海光大展览中心 , 徐汇区漕宝路66-88号 , 上海光大会展中心总建筑面积24万平方米，由东、西两翼组成，并以空中走廊相连接，东馆为三组六幢高30层连体式大型综合建筑，包括3万平方米展览会议场馆，4万平方米四星级宾馆以及办公楼、公寓楼及酒店式公寓。西馆是一幢三层大空间的标准展馆。,,,
上海佘山国际高尔夫俱乐部 , 松江区佘山国家旅游度假区林荫新路288弄 , 上海佘山国际高尔夫俱乐部坐落在上海松江佘山国家旅游度假区，与佘山隔河相望，与月湖公园为邻，拥有白金五星级的私人高尔夫会所和上海唯一的纯私人会员制的球场。由N&H公司所设计的上海佘山高尔夫球场是在上海地区起伏度最大，有最多茂密森林覆盖的高尔夫球场。俱乐部总占地面积2200亩，其中1700亩为18洞72杆国际锦标级高尔夫球场，500亩用来建造意大利托斯卡纳风格的顶级别墅社区。高尔夫俱乐部服务项目：18...,,,
贺绿汀音乐厅 , 卢湾区汾阳路20号（近淮海中路） , 上海音乐学院贺绿汀音乐厅于2003年9月20日落成。具有古典欧式风格的贺绿汀音乐厅座落于绿树成荫的上海音乐学院内，建筑风格稳重大方，典雅华贵。音乐厅建筑面积4357平方米，舞台面积为125平方米，可容纳三管制乐队演奏，共有744个座位。,,,
上海戏剧学院-端钧剧场 , 静安区华山路630号 , 端钧剧场位于静安区华山路630号上海戏剧学院院内，毗邻上海话剧中心。它建造于1962年，于2003年翻建重造，修葺一新。剧场占地面积约1850平方。座位288座，舞台高7.4米、宽9.3米、深12.8米、吊杆25道，电动控制，是上海市政府“戏剧大道”项目所属的，精致、袖珍的演出场地。端钧剧场历史悠久，著名戏剧家熊佛西、朱端钧的一大批作品在这里推向社会。著名演员祝希娟、焦晃 、娄际成、李家耀等都是从...,,,
乡音书苑 , 静安区南京西路860弄1~4号 , 乡音书苑是上海市评弹团创建的小型专业书场，可容纳100名左右的听众。现场听书和电视书场还是很有差别的，听一曲吴侬软语，琴声悠扬，婉转低回。置身于此情此境，心灵仿若远离了喧嚣的尘世，平和而宁静。乡音书苑闹中取静，是一个让身心得到充分休憩的驿站。由于他们的执着和坚持，评弹能在上海有一席之地也算是功不可没，去体会和感受心里真正喜欢的艺术。,,,
新光影艺苑 , 黄浦区宁波路586号 , 新光影艺苑，与南京东路步行街相邻，已有80余年历史，20世纪四十年代为著名的新光大戏院，戏剧大师黄佐临曾在此举办话剧“星期小剧场”演出季活动，上演了诸多话剧名作。建国后改建为新光电影院，文革后曾以电影资料片放映热极一时。为繁荣话剧演出市场，近期由上影演员剧团、上海现代人剧社联合新光影院，重新恢复话剧演出的传统，经改建后拥有322座位，将能满足小剧场话剧演出和电影放映的双重功能，并以悬疑剧与时尚喜剧...,,,
上海东方体育中心 , 黄浦江东、川杨河南、济阳路西以及规划路北侧 , 上海东方体育中心，原名上海水上竞技中心，是上海在建的位于浦东新区的一个以水上项目为主的综合性体育场馆，位于黄浦江东、川杨河南、济阳路西以及规划路北侧，共包括一座1.5万人的主体育馆，5千人的游泳馆和5千人的室外跳水池，总投资约20亿元人民币，预计于2010年底竣工，该场馆将主要为2011年世界游泳锦标赛服务。,,,
金山城市沙滩 , 金山区南端，杭州湾北岸 , 金山城市沙滩位于杭州湾北岸，金山区南端，全长约2公里，由东北向西南徐徐延伸，因紧邻城区而得名。这是一条集海景、海趣、海乐、海韵为一体的城市景观海岸线，更是一条充满浪漫、充满梦幻、充满遐想的亮丽风景线。城市沙滩由保滩工程、人工沙滩、滨海景观长廊、滨海商业街、沙滩排球场馆以及水上三轮车、水上步行球、摩托快艇等水上游乐项目组成。城市沙滩总长3529米，保滩大坝围水面积为1.5平方公里，采用高水隐堤的办法...,,,
上海木偶剧团仙乐斯演艺厅 , 上海市静安区南京西路388号仙乐斯广场5楼 , 上海木偶剧团仙乐斯演艺厅配备了先进的演出设备，从而使音响效果、舞台灯光和布景完美融合，为演出锦上添花。此外，演艺厅的周围还镶嵌了各种各样的皮影和木偶，使台上台下交相辉映，真可谓“凝固的历史，流动的舞台”。它是各种木偶剧、儿童剧、青春话剧等的演出场所，同时也具备举办时装秀、新闻发布会、学生专场、亲子专场、外宾旅游专场等综合经营功能。可同时容纳230名左右的观众。,,,
创智梦剧场 , 上海市杨浦区淞沪路388号创智天地广场7号楼一层 , 创智天地梦剧场于2010年10月落成，秉承“创新交流平台。乐活艺术中心”的社区理念，梦剧场希望打造成为上海东北片区文化和艺术的发生地。,,,
上海交响乐团演奏厅 , 徐汇区湖南路105号（近武康路） , 上海交响乐团最早于1984年开始举办室内乐音乐会，1991年起每周定期举办，至今已举办了逾千场音乐会，是目前上海唯一定期举办的非营利性室内乐音乐会。上海交响乐团室内乐音乐会演出阵容强大，除了上海交响乐团的演奏家及重奏组外，还汇集了更多杰出的组合，以及一大批高水平的演奏家。高水平的演出、纯粹的音乐氛围已经成为上海交响乐团室内乐的品质象征，其影响早已远远超出上海，远及海外。,,,
上海喜玛拉雅中心 , 浦东新区芳甸路1188号（梅花路口） , 喜玛拉雅中心座落于上海浦东，是由上海证大集团投资建设的“世博”花木国际会展集聚区的核心发展项目，正对上海新国际博览中心，占地面积3万平方米，总建筑面积18万平方米。喜玛拉雅中心由国际著名建筑大师矶崎新先生设计，内设证大大隐酒店、证大艺术酒店、喜玛拉雅美术馆、大观舞台和商场。其中酒店的室内设计是由迪拜帆船酒店的室内设计团队KCA主持。同时，喜玛拉雅中心内的大观舞台，已被官方指定为上海国际电影节开、闭...,,,
上海旗忠森林体育城网球中心 , 上海闵行区马桥镇 , 上海旗忠体育城网球中心位于上海市西南部的闵行区马桥镇，网球中心用地面积约为508亩，基地总建筑面积为85438平方米。基地容积率为0.187，建筑密度15.1%，绿化率46.1%，停车位993个。中央赛场建筑面积30649平方米，地上四层，建筑物高度约40米，顶棚为钢结构，开启方式仿佛上海市市花白玉兰的开花过程，为世界首创。,,,
